GeneID	Symbol	Role
57758	SCUBE2	Tumor Suppressor Gene
5777	PTPN6	Tumor Suppressor Gene
57805	CCAR2	Tumor Suppressor Gene
5781	PTPN11	Tumor Suppressor Gene
5782	PTPN12	Tumor Suppressor Gene
5783	PTPN13	Tumor Suppressor Gene
57863	CADM3	Tumor Suppressor Gene
51129	ANGPTL4	Tumor Suppressor Gene
5788	PTPRC	Tumor Suppressor Gene
5789	PTPRD	Tumor Suppressor Gene
5795	PTPRJ	Tumor Suppressor Gene
5796	PTPRK	Tumor Suppressor Gene
580	BARD1	Tumor Suppressor Gene
581	BAX	Tumor Suppressor Gene
58189	WFDC1	Tumor Suppressor Gene
58508	KMT2C	Tumor Suppressor Gene
5887	RAD23B	Tumor Suppressor Gene
5889	RAD51C	Tumor Suppressor Gene
5906	RAP1A	Tumor Suppressor Gene
5909	RAP1GAP	Tumor Suppressor Gene
5915	RARB	Tumor Suppressor Gene
5920	RARRES3	Tumor Suppressor Gene
5925	RB1	Tumor Suppressor Gene
59269	HIVEP3	Tumor Suppressor Gene
5927	KDM5A	Tumor Suppressor Gene
5931	RBBP7	Tumor Suppressor Gene
5932	RBBP8	Tumor Suppressor Gene
5933	RBL1	Tumor Suppressor Gene
5934	RBL2	Tumor Suppressor Gene
5936	RBM4	Tumor Suppressor Gene
5947	RBP1	Tumor Suppressor Gene
60401	EDA2R	Tumor Suppressor Gene
6050	RNH1	Tumor Suppressor Gene
60561	RINT1	Tumor Suppressor Gene
60674	GAS5	Tumor Suppressor Gene
6091	ROBO1	Tumor Suppressor Gene
6117	RPA1	Tumor Suppressor Gene
6125	RPL5	Tumor Suppressor Gene
613	BCR	Tumor Suppressor Gene
6134	RPL10	Tumor Suppressor Gene
6135	RPL11	Tumor Suppressor Gene
6196	RPS6KA2	Tumor Suppressor Gene
6273	S100A2	Tumor Suppressor Gene
6282	S100A11	Tumor Suppressor Gene
6288	SAA1	Tumor Suppressor Gene
6294	SAFB	Tumor Suppressor Gene
6297	SALL2	Tumor Suppressor Gene
63035	BCORL1	Tumor Suppressor Gene
634	CEACAM1	Tumor Suppressor Gene
638	BIK	Tumor Suppressor Gene
6387	CXCL12	Tumor Suppressor Gene
6389	SDHA	Tumor Suppressor Gene
639	PRDM1	Tumor Suppressor Gene
6390	SDHB	Tumor Suppressor Gene
6392	SDHD	Tumor Suppressor Gene
6405	SEMA3F	Tumor Suppressor Gene
641	BLM	Tumor Suppressor Gene
64101	LRRC4	Tumor Suppressor Gene
6416	MAP2K4	Tumor Suppressor Gene
6422	SFRP1	Tumor Suppressor Gene
6423	SFRP2	Tumor Suppressor Gene
6424	SFRP4	Tumor Suppressor Gene
6425	SFRP5	Tumor Suppressor Gene
64326	RFWD2	Tumor Suppressor Gene
64478	CSMD1	Tumor Suppressor Gene
644943	RASSF10	Tumor Suppressor Gene
64579	NDST4	Tumor Suppressor Gene
645811	CCDC154	Tumor Suppressor Gene
64651	CSRNP1	Tumor Suppressor Gene
64753	CCDC136	Tumor Suppressor Gene
6477	SIAH1	Tumor Suppressor Gene
64866	CDCP1	Tumor Suppressor Gene
6498	SKIL	Tumor Suppressor Gene
650	BMP2	Tumor Suppressor Gene
65009	NDRG4	Tumor Suppressor Gene
6502	SKP2	Tumor Suppressor Gene
652	BMP4	Tumor Suppressor Gene
65268	WNK2	Tumor Suppressor Gene
657	BMPR1A	Tumor Suppressor Gene
659	BMPR2	Tumor Suppressor Gene
6595	SMARCA2	Tumor Suppressor Gene
6596	HLTF	Tumor Suppressor Gene
6597	SMARCA4	Tumor Suppressor Gene
65979	PHACTR4	Tumor Suppressor Gene
6598	SMARCB1	Tumor Suppressor Gene
6599	SMARCC1	Tumor Suppressor Gene
6648	SOD2	Tumor Suppressor Gene
665	BNIP3L	Tumor Suppressor Gene
6656	SOX1	Tumor Suppressor Gene
6664	SOX11	Tumor Suppressor Gene
6665	SOX15	Tumor Suppressor Gene
6672	SP100	Tumor Suppressor Gene
6678	SPARC	Tumor Suppressor Gene
668	FOXL2	Tumor Suppressor Gene
6688	SPI1	Tumor Suppressor Gene
6711	SPTBN1	Tumor Suppressor Gene
672	BRCA1	Tumor Suppressor Gene
675	BRCA2	Tumor Suppressor Gene
6764	ST5	Tumor Suppressor Gene
6767	ST13	Tumor Suppressor Gene
6772	STAT1	Tumor Suppressor Gene
6774	STAT3	Tumor Suppressor Gene
6776	STAT5A	Tumor Suppressor Gene
678	ZFP36L2	Tumor Suppressor Gene
6793	STK10	Tumor Suppressor Gene
6794	STK11	Tumor Suppressor Gene
6850	SYK	Tumor Suppressor Gene
6876	TAGLN	Tumor Suppressor Gene
688	KLF5	Tumor Suppressor Gene
6898	TAT	Tumor Suppressor Gene
6910	TBX5	Tumor Suppressor Gene
6924	TCEB3	Tumor Suppressor Gene
6925	TCF4	Tumor Suppressor Gene
6929	TCF3	Tumor Suppressor Gene
6934	TCF7L2	Tumor Suppressor Gene
695	BTK	Tumor Suppressor Gene
6997	TDGF1	Tumor Suppressor Gene
7020	TFAP2A	Tumor Suppressor Gene
7040	TGFB1	Tumor Suppressor Gene
7044	LEFTY2	Tumor Suppressor Gene
7045	TGFBI	Tumor Suppressor Gene
7048	TGFBR2	Tumor Suppressor Gene
7049	TGFBR3	Tumor Suppressor Gene
7053	TGM3	Tumor Suppressor Gene
7056	THBD	Tumor Suppressor Gene
7057	THBS1	Tumor Suppressor Gene
7067	THRA	Tumor Suppressor Gene
7068	THRB	Tumor Suppressor Gene
7070	THY1	Tumor Suppressor Gene
7071	KLF10	Tumor Suppressor Gene
7078	TIMP3	Tumor Suppressor Gene
7128	TNFAIP3	Tumor Suppressor Gene
7157	TP53	Tumor Suppressor Gene
7158	TP53BP1	Tumor Suppressor Gene
7159	TP53BP2	Tumor Suppressor Gene
7161	TP73	Tumor Suppressor Gene
7182	NR2C2	Tumor Suppressor Gene
7184	HSP90B1	Tumor Suppressor Gene
7248	TSC1	Tumor Suppressor Gene
7249	TSC2	Tumor Suppressor Gene
7251	TSG101	Tumor Suppressor Gene
7262	PHLDA2	Tumor Suppressor Gene
7268	TTC4	Tumor Suppressor Gene
7270	TTF1	Tumor Suppressor Gene
7290	HIRA	Tumor Suppressor Gene
7345	UCHL1	Tumor Suppressor Gene
7403	KDM6A	Tumor Suppressor Gene
7405	UVRAG	Tumor Suppressor Gene
7421	VDR	Tumor Suppressor Gene
7422	VEGFA	Tumor Suppressor Gene
7428	VHL	Tumor Suppressor Gene
7429	VIL1	Tumor Suppressor Gene
7431	VIM	Tumor Suppressor Gene
7447	VSNL1	Tumor Suppressor Gene
7462	LAT2	Tumor Suppressor Gene
7474	WNT5A	Tumor Suppressor Gene
7476	WNT7A	Tumor Suppressor Gene
7481	WNT11	Tumor Suppressor Gene
7490	WT1	Tumor Suppressor Gene
7520	XRCC5	Tumor Suppressor Gene
7538	ZFP36	Tumor Suppressor Gene
7545	ZIC1	Tumor Suppressor Gene
7703	PCGF2	Tumor Suppressor Gene
7704	ZBTB16	Tumor Suppressor Gene
7739	ZNF185	Tumor Suppressor Gene
7791	ZYX	Tumor Suppressor Gene
7799	PRDM2	Tumor Suppressor Gene
7832	BTG2	Tumor Suppressor Gene
7869	SEMA3B	Tumor Suppressor Gene
7879	RAB7A	Tumor Suppressor Gene
78986	DUSP26	Tumor Suppressor Gene
79192	IRX1	Tumor Suppressor Gene
79365	BHLHE41	Tumor Suppressor Gene
7941	PLA2G7	Tumor Suppressor Gene
79577	CDC73	Tumor Suppressor Gene
79626	TNFAIP8L2	Tumor Suppressor Gene
79633	FAT4	Tumor Suppressor Gene
79648	MCPH1	Tumor Suppressor Gene
7965	AIMP2	Tumor Suppressor Gene
79728	PALB2	Tumor Suppressor Gene
79759	ZNF668	Tumor Suppressor Gene
79791	FBXO31	Tumor Suppressor Gene
79798	ARMC5	Tumor Suppressor Gene
7980	TFPI2	Tumor Suppressor Gene
7982	ST7	Tumor Suppressor Gene
79831	KDM8	Tumor Suppressor Gene
79893	GGNBP2	Tumor Suppressor Gene
79930	DOK3	Tumor Suppressor Gene
79961	DENND2D	Tumor Suppressor Gene
80012	PHC3	Tumor Suppressor Gene
80013	FAM188A	Tumor Suppressor Gene
80023	NRSN2	Tumor Suppressor Gene
8013	NR4A3	Tumor Suppressor Gene
80198	MUS81	Tumor Suppressor Gene
8031	NCOA4	Tumor Suppressor Gene
80319	CXXC4	Tumor Suppressor Gene
8065	CUL5	Tumor Suppressor Gene
8099	CDK2AP1	Tumor Suppressor Gene
8100	IFT88	Tumor Suppressor Gene
8125	ANP32A	Tumor Suppressor Gene
81848	SPRY4	Tumor Suppressor Gene
8190	MIA	Tumor Suppressor Gene
822	CAPG	Tumor Suppressor Gene
8289	ARID1A	Tumor Suppressor Gene
8312	AXIN1	Tumor Suppressor Gene
8313	AXIN2	Tumor Suppressor Gene
8314	BAP1	Tumor Suppressor Gene
835	CASP2	Tumor Suppressor Gene
83593	RASSF5	Tumor Suppressor Gene
83595	SOX7	Tumor Suppressor Gene
83719	YPEL3	Tumor Suppressor Gene
83742	MARVELD1	Tumor Suppressor Gene
83787	ARMC10	Tumor Suppressor Gene
8379	MAD1L1	Tumor Suppressor Gene
838	CASP5	Tumor Suppressor Gene
83937	RASSF4	Tumor Suppressor Gene
83989	FAM172A	Tumor Suppressor Gene
8404	SPARCL1	Tumor Suppressor Gene
8405	SPOP	Tumor Suppressor Gene
8406	SRPX	Tumor Suppressor Gene
841	CASP8	Tumor Suppressor Gene
84152	PPP1R1B	Tumor Suppressor Gene
84260	TCHP	Tumor Suppressor Gene
84289	ING5	Tumor Suppressor Gene
84295	PHF6	Tumor Suppressor Gene
8431	NR0B2	Tumor Suppressor Gene
8434	RECK	Tumor Suppressor Gene
8437	RASAL1	Tumor Suppressor Gene
84417	C2orf40	Tumor Suppressor Gene
84446	BRSK1	Tumor Suppressor Gene
84464	SLX4	Tumor Suppressor Gene
84525	HOPX	Tumor Suppressor Gene
8453	CUL2	Tumor Suppressor Gene
8454	CUL1	Tumor Suppressor Gene
84632	AFAP1L2	Tumor Suppressor Gene
84651	SPINK7	Tumor Suppressor Gene
847	CAT	Tumor Suppressor Gene
84700	MYO18B	Tumor Suppressor Gene
84707	BEX2	Tumor Suppressor Gene
84816	RTN4IP1	Tumor Suppressor Gene
84872	ZC3H10	Tumor Suppressor Gene
84879	MFSD2A	Tumor Suppressor Gene
84897	TBRG1	Tumor Suppressor Gene
84911	ZNF382	Tumor Suppressor Gene
84934	RITA1	Tumor Suppressor Gene
85403	EAF1	Tumor Suppressor Gene
85480	TSLP	Tumor Suppressor Gene
8554	PIAS1	Tumor Suppressor Gene
8567	MADD	Tumor Suppressor Gene
857	CAV1	Tumor Suppressor Gene
8572	PDLIM4	Tumor Suppressor Gene
8577	TMEFF1	Tumor Suppressor Gene
860	RUNX2	Tumor Suppressor Gene
861	RUNX1	Tumor Suppressor Gene
8626	TP63	Tumor Suppressor Gene
863	CBFA2T3	Tumor Suppressor Gene
8633	UNC5C	Tumor Suppressor Gene
864	RUNX3	Tumor Suppressor Gene
8643	PTCH2	Tumor Suppressor Gene
8650	NUMB	Tumor Suppressor Gene
8651	SOCS1	Tumor Suppressor Gene
8665	EIF3F	Tumor Suppressor Gene
867	CBL	Tumor Suppressor Gene
8678	BECN1	Tumor Suppressor Gene
8682	PEA15	Tumor Suppressor Gene
8711	TNK1	Tumor Suppressor Gene
8726	EED	Tumor Suppressor Gene
8742	TNFSF12	Tumor Suppressor Gene
8744	TNFSF9	Tumor Suppressor Gene
8772	FADD	Tumor Suppressor Gene
8784	TNFRSF18	Tumor Suppressor Gene
8788	DLK1	Tumor Suppressor Gene
8795	TNFRSF10B	Tumor Suppressor Gene
8797	TNFRSF10A	Tumor Suppressor Gene
8805	TRIM24	Tumor Suppressor Gene
8821	INPP4B	Tumor Suppressor Gene
8838	WISP3	Tumor Suppressor Gene
8841	HDAC3	Tumor Suppressor Gene
8847	DLEU2	Tumor Suppressor Gene
8848	TSC22D1	Tumor Suppressor Gene
8854	ALDH1A2	Tumor Suppressor Gene
8856	NR1I2	Tumor Suppressor Gene
8864	PER2	Tumor Suppressor Gene
8870	IER3	Tumor Suppressor Gene
889	KRIT1	Tumor Suppressor Gene
8915	BCL10	Tumor Suppressor Gene
892	CCNC	Tumor Suppressor Gene
8930	MBD4	Tumor Suppressor Gene
89870	TRIM15	Tumor Suppressor Gene
89884	LHX4	Tumor Suppressor Gene
8991	SELENBP1	Tumor Suppressor Gene
8994	LIMD1	Tumor Suppressor Gene
9021	SOCS3	Tumor Suppressor Gene
90249	UNC5A	Tumor Suppressor Gene
9025	RNF8	Tumor Suppressor Gene
90427	BMF	Tumor Suppressor Gene
9046	DOK2	Tumor Suppressor Gene
90480	GADD45GIP1	Tumor Suppressor Gene
9049	AIP	Tumor Suppressor Gene
9052	GPRC5A	Tumor Suppressor Gene
90627	STARD13	Tumor Suppressor Gene
9076	CLDN1	Tumor Suppressor Gene
9077	DIRAS3	Tumor Suppressor Gene
90993	CREB3L1	Tumor Suppressor Gene
9113	LATS1	Tumor Suppressor Gene
91133	L3MBTL4	Tumor Suppressor Gene
9141	PDCD5	Tumor Suppressor Gene
9148	NEURL1	Tumor Suppressor Gene
91608	RASL10B	Tumor Suppressor Gene
91768	CABLES1	Tumor Suppressor Gene
920	CD4	Tumor Suppressor Gene
92304	SCGB3A1	Tumor Suppressor Gene
92335	STRADA	Tumor Suppressor Gene
92344	GORAB	Tumor Suppressor Gene
9255	AIMP1	Tumor Suppressor Gene
92597	MOB1B	Tumor Suppressor Gene
9314	KLF4	Tumor Suppressor Gene
9318	COPS2	Tumor Suppressor Gene
93492	TPTE2	Tumor Suppressor Gene
9353	SLIT2	Tumor Suppressor Gene
9365	KL	Tumor Suppressor Gene
9368	SLC9A3R1	Tumor Suppressor Gene
94031	HTRA3	Tumor Suppressor Gene
9411	ARHGAP29	Tumor Suppressor Gene
94241	TP53INP1	Tumor Suppressor Gene
9429	ABCG2	Tumor Suppressor Gene
9447	AIM2	Tumor Suppressor Gene
9455	HOMER2	Tumor Suppressor Gene
9462	RASAL2	Tumor Suppressor Gene
9486	CHST10	Tumor Suppressor Gene
95	ACY1	Tumor Suppressor Gene
9516	LITAF	Tumor Suppressor Gene
9521	EEF1E1	Tumor Suppressor Gene
9538	EI24	Tumor Suppressor Gene
9547	CXCL14	Tumor Suppressor Gene
9590	AKAP12	Tumor Suppressor Gene
960	CD44	Tumor Suppressor Gene
9636	ISG15	Tumor Suppressor Gene
9656	MDC1	Tumor Suppressor Gene
9667	SAFB2	Tumor Suppressor Gene
9770	RASSF2	Tumor Suppressor Gene
9781	RNF144A	Tumor Suppressor Gene
9788	MTSS1	Tumor Suppressor Gene
9821	RB1CC1	Tumor Suppressor Gene
9891	NUAK1	Tumor Suppressor Gene
9901	SRGAP3	Tumor Suppressor Gene
9937	DCLRE1A	Tumor Suppressor Gene
9940	DLEC1	Tumor Suppressor Gene
9988	DMTF1	Tumor Suppressor Gene
999	CDH1	Tumor Suppressor Gene
